year,state,office,district,party_std,candidate,cand_key,pct,pollster,sample_size,population,end_date,election_date,race_id,won
2018,FL,Governor,,REP,Richard Corcoran,corcoran r,10.0,Florida Atlantic University,304.0,,8/26/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Ron DeSantis,desantis r,9.0,Florida Atlantic University,304.0,,8/26/17,2018-08-28,2018_FL_Governor_REP,1
2018,FL,Governor,,REP,Jack Latvala,latvala j,27.0,Florida Atlantic University,304.0,,8/26/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Rick Baker,baker r,2.0,Gravis Marketing,,,3/29/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Richard Corcoran,corcoran r,5.0,Gravis Marketing,,,3/29/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,David Jolly,jolly d,5.0,Gravis Marketing,,,3/29/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Jack Latvala,latvala j,4.0,Gravis Marketing,,,3/29/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Adam Putnam,putnam a,21.0,Gravis Marketing,,,3/29/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Rick Baker,baker r,6.0,Saint Leo University,175.0,,3/11/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Richard Corcoran,corcoran r,5.0,Saint Leo University,175.0,,3/11/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Mike Huckabee,huckabee m,30.0,Saint Leo University,175.0,,3/11/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Usha Jain,jain u,2.0,Saint Leo University,175.0,,3/11/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Jack Latvala,latvala j,3.0,Saint Leo University,175.0,,3/11/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Adam Putnam,putnam a,13.0,Saint Leo University,175.0,,3/11/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Richard Corcoran,corcoran r,4.0,Associated Industries of Florida,800.0,,2/17/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Adam Putnam,putnam a,22.0,Associated Industries of Florida,800.0,,2/17/17,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Adam Putnam,putnam a,22.0,Cherry Communications,,,12/8/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Jeff Atwater,atwater j,5.0,Saint Leo University,,,11/30/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Rick Baker,baker r,1.0,Saint Leo University,,,11/30/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Richard Corcoran,corcoran r,2.0,Saint Leo University,,,11/30/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Mike Huckabee,huckabee m,32.0,Saint Leo University,,,11/30/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Adam Putnam,putnam a,6.0,Saint Leo University,,,11/30/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Will Weatherford,weatherford w,1.0,Saint Leo University,,,11/30/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Jeff Atwater,atwater j,7.000000000000001,StPetePolls.org,1835.0,,8/2/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Rick Baker,baker r,3.0,StPetePolls.org,1835.0,,8/2/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Pam Bondi,bondi p,26.0,StPetePolls.org,1835.0,,8/2/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Richard Corcoran,corcoran r,1.0,StPetePolls.org,1835.0,,8/2/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Mike Huckabee,huckabee m,37.0,StPetePolls.org,1835.0,,8/2/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Adam Putnam,putnam a,8.0,StPetePolls.org,1835.0,,8/2/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,REP,Will Weatherford,weatherford w,1.0,StPetePolls.org,1835.0,,8/2/16,2018-08-28,2018_FL_Governor_REP,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,25.0,St. Pete Polls,2342.0,,8/26/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,32.0,St. Pete Polls,2342.0,,8/26/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,11.0,St. Pete Polls,2342.0,,8/26/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,2.0,St. Pete Polls,2342.0,,8/26/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,22.0,St. Pete Polls,2342.0,,8/26/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,16.0,Gravis Marketing,531.0,,8/25/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,26.0,Gravis Marketing,531.0,,8/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,19.0,Gravis Marketing,531.0,,8/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,5.0,Gravis Marketing,531.0,,8/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,18.0,Gravis Marketing,531.0,,8/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,15.0,Gravis Marketing,308.0,,8/22/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,26.0,Gravis Marketing,308.0,,8/22/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,19.0,Gravis Marketing,308.0,,8/22/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,5.0,Gravis Marketing,308.0,,8/22/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,18.0,Gravis Marketing,308.0,,8/22/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,18.0,"Schroth, Eldon and Associates",669.0,,8/21/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,25.0,"Schroth, Eldon and Associates",669.0,,8/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,13.0,"Schroth, Eldon and Associates",669.0,,8/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,2.0,"Schroth, Eldon and Associates",669.0,,8/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,26.0,"Schroth, Eldon and Associates",669.0,,8/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,11.0,Florida Atlantic University,280.0,,8/20/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,28.999999999999996,Florida Atlantic University,280.0,,8/20/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,11.0,Florida Atlantic University,280.0,,8/20/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,10.0,Florida Atlantic University,280.0,,8/20/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,17.0,Florida Atlantic University,280.0,,8/20/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,33.0,Change Research (D-Gillum),1178.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,22.0,Change Research (D-Gillum),1178.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,10.0,Change Research (D-Gillum),1178.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,22.0,Change Research (D-Gillum),1178.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,21.0,St. Pete Polls,2202.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,27.0,St. Pete Polls,2202.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,15.0,St. Pete Polls,2202.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,St. Pete Polls,2202.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,25.0,St. Pete Polls,2202.0,,8/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,15.0,Saint Leo University,188.0,,8/16/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,31.0,Saint Leo University,188.0,,8/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,17.0,Saint Leo University,188.0,,8/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,5.0,Saint Leo University,188.0,,8/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,22.0,Saint Leo University,188.0,,8/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,15.0,"Schroth, Eldon and Associates",600.0,,8/14/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,24.0,"Schroth, Eldon and Associates",600.0,,8/14/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,13.0,"Schroth, Eldon and Associates",600.0,,8/14/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,"Schroth, Eldon and Associates",600.0,,8/14/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,27.0,"Schroth, Eldon and Associates",600.0,,8/14/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,11.0,SurveyUSA,631.0,,8/13/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,22.0,SurveyUSA,631.0,,8/13/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,16.0,SurveyUSA,631.0,,8/13/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,SurveyUSA,631.0,,8/13/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,22.0,SurveyUSA,631.0,,8/13/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,13.0,Public Policy Polling (D-Levine),572.0,,8/6/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,26.0,Public Policy Polling (D-Levine),572.0,,8/6/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,16.0,Public Policy Polling (D-Levine),572.0,,8/6/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,4.0,Public Policy Polling (D-Levine),572.0,,8/6/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,22.0,Public Policy Polling (D-Levine),572.0,,8/6/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,10.0,ALG Research (D-Graham),800.0,,8/2/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,33.0,ALG Research (D-Graham),800.0,,8/2/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,13.0,ALG Research (D-Graham),800.0,,8/2/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,ALG Research (D-Graham),800.0,,8/2/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,17.0,ALG Research (D-Graham),800.0,,8/2/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,12.0,St. Pete Polls,1652.0,,7/31/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,28.999999999999996,St. Pete Polls,1652.0,,7/31/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,23.0,St. Pete Polls,1652.0,,7/31/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,St. Pete Polls,1652.0,,7/31/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,19.0,St. Pete Polls,1652.0,,7/31/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,10.0,Mason-Dixon,500.0,,7/25/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,27.0,Mason-Dixon,500.0,,7/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,12.0,Mason-Dixon,500.0,,7/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,7.000000000000001,Mason-Dixon,500.0,,7/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,18.0,Mason-Dixon,500.0,,7/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,7.000000000000001,Florida Atlantic University,271.0,,7/21/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,20.0,Florida Atlantic University,271.0,,7/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,14.000000000000002,Florida Atlantic University,271.0,,7/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,9.0,Florida Atlantic University,271.0,,7/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,16.0,Florida Atlantic University,271.0,,7/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,12.0,Associated Industries of Florida,800.0,,7/18/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,24.0,Associated Industries of Florida,800.0,,7/18/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,13.0,Associated Industries of Florida,800.0,,7/18/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,4.0,Associated Industries of Florida,800.0,,7/18/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,16.0,Associated Industries of Florida,800.0,,7/18/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,15.0,Frederick Polls,506.0,,7/1/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,28.000000000000004,Frederick Polls,506.0,,7/1/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,23.0,Frederick Polls,506.0,,7/1/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,7.000000000000001,Frederick Polls,506.0,,7/1/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,27.0,Frederick Polls,506.0,,7/1/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,10.0,St. Pete Polls,1314.0,,7/15/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,22.0,St. Pete Polls,1314.0,,7/15/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,22.0,St. Pete Polls,1314.0,,7/15/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,St. Pete Polls,1314.0,,7/15/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,19.0,St. Pete Polls,1314.0,,7/15/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,10.0,Gravis Marketing,1540.0,,7/14/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,27.0,Gravis Marketing,1540.0,,7/14/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,18.0,Gravis Marketing,1540.0,,7/14/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,17.0,Gravis Marketing,1540.0,,7/14/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,8.0,Marist College,344.0,,6/21/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,17.0,Marist College,344.0,,6/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,4.0,Marist College,344.0,,6/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,Marist College,344.0,,6/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,19.0,Marist College,344.0,,6/21/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,8.0,RABA Research,660.0,,6/16/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,26.0,RABA Research,660.0,,6/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,3.0,RABA Research,660.0,,6/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,15.0,RABA Research,660.0,,6/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,27.0,RABA Research,660.0,,6/16/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,28.999999999999996,Gravis Marketing,485.0,,6/15/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,24.0,Gravis Marketing,485.0,,6/15/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,Gravis Marketing,485.0,,6/15/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,17.0,Gravis Marketing,485.0,,6/15/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,11.0,Let's Preserve the American Dream,800.0,,6/9/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,21.0,Let's Preserve the American Dream,800.0,,6/9/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,3.0,Let's Preserve the American Dream,800.0,,6/9/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,4.0,Let's Preserve the American Dream,800.0,,6/9/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,24.0,Let's Preserve the American Dream,800.0,,6/9/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,11.0,"Schroth, Eldon and Associates",600.0,,6/5/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,16.0,"Schroth, Eldon and Associates",600.0,,6/5/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,4.0,"Schroth, Eldon and Associates",600.0,,6/5/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,6.0,"Schroth, Eldon and Associates",600.0,,6/5/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,32.0,"Schroth, Eldon and Associates",600.0,,6/5/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,10.0,Saint Leo University,195.0,,5/31/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,14.000000000000002,Saint Leo University,195.0,,5/31/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,6.0,Saint Leo University,195.0,,5/31/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,14.000000000000002,Saint Leo University,195.0,,5/31/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,12.0,Public Policy Polling (D-Levine),583.0,,5/22/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,20.0,Public Policy Polling (D-Levine),583.0,,5/22/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,6.0,Public Policy Polling (D-Levine),583.0,,5/22/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,30.0,Public Policy Polling (D-Levine),583.0,,5/22/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,13.0,Change Research (D-Gillum),1107.0,,5/11/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,13.0,Change Research (D-Gillum),1107.0,,5/11/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,3.0,Change Research (D-Gillum),1107.0,,5/11/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,20.0,Change Research (D-Gillum),1107.0,,5/11/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,6.0,Florida Atlantic University,372.0,,5/7/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,15.0,Florida Atlantic University,372.0,,5/7/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,10.0,Florida Atlantic University,372.0,,5/7/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,16.0,Florida Atlantic University,372.0,,5/7/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,8.0,Public Policy Polling (D-EDGE Comms.),491.0,,4/11/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,23.0,Public Policy Polling (D-EDGE Comms.),491.0,,4/11/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,4.0,Public Policy Polling (D-EDGE Comms.),491.0,,4/11/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,28.999999999999996,Public Policy Polling (D-EDGE Comms.),491.0,,4/11/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,8.0,Public Policy Polling,613.0,,3/25/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,19.0,Public Policy Polling,613.0,,3/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,5.0,Public Policy Polling,613.0,,3/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,22.0,Public Policy Polling,613.0,,3/25/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,11.0,Gravis Marketing,,,3/19/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,9.0,Gravis Marketing,,,3/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,2.0,Gravis Marketing,,,3/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,2.0,Gravis Marketing,,,3/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,13.0,Gravis Marketing,,,3/19/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,10.0,Saint Leo University,190.0,,2/24/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,17.0,Saint Leo University,190.0,,2/24/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,5.0,Saint Leo University,190.0,,2/24/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,7.000000000000001,Saint Leo University,190.0,,2/24/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,8.0,Saint Leo University,190.0,,2/24/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Andrew Gillum,gillum a,9.0,Gravis Marketing,,,2/18/18,2018-08-28,2018_FL_Governor_DEM,1
2018,FL,Governor,,DEM,Gwen Graham,graham g,12.0,Gravis Marketing,,,2/18/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Jeff Greene,greene j,1.0,Gravis Marketing,,,2/18/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Chris King,king c,2.0,Gravis Marketing,,,2/18/18,2018-08-28,2018_FL_Governor_DEM,0
2018,FL,Governor,,DEM,Philip Levine,levine p,12.0,Gravis Marketing,,,2/18/18,2018-08-28,2018_FL_Governor_DEM,0
